time,open,high,low,close
1753104600.012,44668,44681,44668,44681
1753104600.013,44681,44694,44681,44694
1753104600.014,44694,44707,44694,44707
1753108200,44707,44720,44707,44720
1753108200.001,44720,44733,44720,44733
1753108200.002,44733,44746,44733,44746
1753108200.003,44746,44759,44746,44759
1753115400,44759,44772,44759,44772
1753115400.001,44772,44785,44772,44785
1753115400.002,44785,44798,44785,44798
1753119000,44785,44785,44772,44772
1753122600,44772,44772,44759,44759
1753122600.001,44759,44759,44746,44746
1753122600.002,44746,44746,44733,44733
1753122600.003,44733,44733,44720,44720
1753122600.004,44720,44720,44707,44707
1753122600.005,44707,44707,44694,44694
1753122600.006,44694,44694,44681,44681
1753122600.007,44681,44681,44668,44668
1753122600.008,44668,44668,44655,44655
1753122600.009,44655,44655,44642,44642
1753122600.01,44642,44642,44629,44629
1753122600.011,44629,44629,44616,44616
1753126200,44616,44616,44603,44603
1753126200.001,44603,44603,44590,44590
1753194600,44590,44590,44577,44577
1753194600.001,44577,44577,44564,44564
1753201800,44577,44590,44553,44590
1753201800.001,44590,44603,44590,44603
1753201800.002,44603,44616,44603,44616
1753201800.003,44616,44629,44616,44629
1753201800.004,44629,44642,44629,44642
1753201800.005,44642,44655,44642,44655
1753201800.006,44655,44668,44655,44668
1753205400,44655,44655,44642,44642
1753205400.001,44642,44642,44629,44629
1753209000,44642,44655,44642,44655
1753209000.001,44655,44668,44655,44668
1753209000.002,44668,44681,44668,44681
1753212600,44681,44694,44681,44694
1753212600.001,44694,44707,44694,44707
1753212600.002,44707,44720,44707,44720
1753277400,44720,44733,44720,44733
1753277400.001,44733,44746,44733,44746
1753277400.002,44746,44759,44746,44759
1753277400.003,44759,44772,44759,44772
1753277400.004,44772,44785,44772,44785
1753277400.005,44785,44798,44785,44798
1753277400.006,44798,44811,44798,44811
1753277400.007,44811,44824,44811,44824
1753277400.008,44824,44837,44824,44837
1753277400.009,44837,44850,44837,44850
1753277400.01,44850,44863,44850,44863
1753277400.011,44863,44876,44863,44876
1753277400.012,44876,44889,44876,44889
1753277400.013,44889,44902,44889,44902
1753277400.014,44902,44915,44902,44915
1753281000,44915,44928,44915,44928
1753284600,44928,44941,44928,44941
1753284600.001,44941,44954,44941,44954
1753284600.002,44954,44967,44954,44967
1753284600.003,44967,44980,44967,44980
