Trade #,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
381,Entry long,2025-04-30 22:00:00,Long,191.34,500,95670,6.54,0.98,7.2,1.08,-0.03,0.00,563.17,56.32
382,Exit short,2025-05-02 08:00:00,Trail,191.88,500,96255,2.11,0.32,2.76,0.42,-0.03,0.00,565.27,56.53
382,Entry short,2025-05-02 02:00:00,Short,192.51,500,96255,2.11,0.32,2.76,0.42,-0.03,0.00,565.27,56.53
383,Exit short,2025-05-06 02:00:00,Trail,190.8,500,95670,1.82,0.27,2.47,0.37,-0.12,-0.02,567.09,56.71
383,Entry short,2025-05-05 07:00:00,Short,191.34,500,95670,1.82,0.27,2.47,0.37,-0.12,-0.02,567.09,56.71
384,Exit long,2025-05-08 17:00:00,Trail,193.14,500,96165,2.71,0.41,3.41,0.51,-0.03,0.00,569.8,56.98
384,Entry long,2025-05-08 04:00:00,Long,192.33,500,96165,2.71,0.41,3.41,0.51,-0.03,0.00,569.8,56.98
385,Exit long,2025-05-11 15:00:00,Trail,193.77,500,96795,0.56,0.08,1.2,0.18,-0.03,0.00,570.36,57.04
385,Entry long,2025-05-11 14:00:00,Long,193.59,500,96795,0.56,0.08,1.2,0.18,-0.03,0.00,570.36,57.04
386,Exit long,2025-05-13 18:00:00,Trail,196.11,500,97920,0.85,0.13,1.49,0.23,-0.03,0.00,571.21,57.12
386,Entry long,2025-05-13 07:00:00,Long,195.84,500,97920,0.85,0.13,1.49,0.23,-0.03,0.00,571.21,57.12
387,Exit short,2025-05-14 08:00:00,Trail,194.67,500,97605,1.77,0.27,2.41,0.36,-0.03,0.00,572.98,57.30
387,Entry short,2025-05-14 01:00:00,Short,195.21,500,97605,1.77,0.27,2.41,0.36,-0.03,0.00,572.98,57.30
388,Exit long,2025-05-22 12:00:00,Trail,193.23,500,96615,-0.06,-0.01,0.9,0.13,-0.03,0.00,572.92,57.29
388,Entry long,2025-05-22 09:00:00,Long,193.23,500,96615,-0.06,-0.01,0.9,0.13,-0.03,0.00,572.92,57.29
389,Exit long,2025-05-26 07:00:00,Trail,193.68,500,96795,0.25,0.04,0.92,0.13,-0.03,0.00,573.17,57.32
389,Entry long,2025-05-25 21:00:00,Long,193.59,500,96795,0.25,0.04,0.92,0.13,-0.03,0.00,573.17,57.32
390,Exit long,2025-05-27 08:00:00,Trail,195.12,500,97155,2.77,0.41,3.44,0.50,-0.03,0.00,575.95,57.59
390,Entry long,2025-05-26 23:00:00,Long,194.31,500,97155,2.77,0.41,3.44,0.50,-0.03,0.00,575.95,57.59
391,Exit long,2025-05-28 19:00:00,Trail,195.93,500,97875,0.56,0.08,1.21,0.18,-0.03,0.00,576.51,57.65
391,Entry long,2025-05-28 17:00:00,Long,195.75,500,97875,0.56,0.08,1.21,0.18,-0.03,0.00,576.51,57.65
392,Exit short,2025-05-30 00:00:00,Trail,193.95,500,97470,3.37,0.50,4.03,0.60,-0.03,0.00,579.88,57.99
392,Entry short,2025-05-29 06:00:00,Short,194.94,500,97470,3.37,0.50,4.03,0.60,-0.03,0.00,579.88,57.99
393,Exit short,2025-06-02 05:00:00,Trail,193.41,500,96660,-0.37,-0.06,0.28,0.04,-0.34,-0.05,579.51,57.95
393,Entry short,2025-06-02 03:00:00,Short,193.32,500,96660,-0.37,-0.06,0.28,0.04,-0.34,-0.05,579.51,57.95
394,Exit long,2025-06-04 05:00:00,Trail,194.85,500,97110,2.12,0.32,2.98,0.44,-0.03,0.00,581.63,58.16
394,Entry long,2025-06-03 07:00:00,Long,194.22,500,97110,2.12,0.32,2.98,0.44,-0.03,0.00,581.63,58.16
395,Exit short,2025-06-04 20:00:00,Trail,193.68,500,96930,0.57,0.08,1.54,0.23,-0.03,0.00,582.2,58.22
395,Entry short,2025-06-04 09:00:00,Short,193.86,500,96930,0.57,0.08,1.54,0.23,-0.03,0.00,582.2,58.22
396,Exit long,2025-06-05 09:00:00,Trail,195.21,500,97335,1.83,0.27,2.49,0.37,-0.44,-0.06,584.03,58.40
396,Entry long,2025-06-05 05:00:00,Long,194.67,500,97335,1.83,0.27,2.49,0.37,-0.44,-0.06,584.03,58.40
397,Exit long,2025-06-08 18:00:00,Trail,195.93,500,98010,-0.37,-0.06,0.28,0.04,-0.6,-0.09,583.65,58.37
397,Entry long,2025-06-06 08:00:00,Long,196.02,500,98010,-0.37,-0.06,0.28,0.04,-0.6,-0.09,583.65,58.37
398,Exit short,2025-06-10 03:00:00,Trail,195.21,500,97515,-0.68,-0.10,0.05,0.01,-0.65,-0.10,582.97,58.30
398,Entry short,2025-06-09 23:00:00,Short,195.03,500,97515,-0.68,-0.10,0.05,0.01,-0.65,-0.10,582.97,58.30
399,Exit short,2025-06-12 04:00:00,Trail,195.12,500,97470,-0.68,-0.10,0,0.00,-0.65,-0.10,582.28,58.23
399,Entry short,2025-06-12 00:00:00,Short,194.94,500,97470,-0.68,-0.10,0,0.00,-0.65,-0.10,582.28,58.23
400,Exit short,2025-06-12 20:00:00,Trail,194.22,500,97155,0.25,0.04,0.91,0.13,-0.03,0.00,582.53,58.25
400,Entry short,2025-06-12 17:00:00,Short,194.31,500,97155,0.25,0.04,0.91,0.13,-0.03,0.00,582.53,58.25
401,Exit long,2025-06-13 11:00:00,Trail,195.57,500,97605,1.19,0.18,2.05,0.30,-0.29,-0.04,583.73,58.37
401,Entry long,2025-06-13 03:00:00,Long,195.21,500,97605,1.19,0.18,2.05,0.30,-0.29,-0.04,583.73,58.37
402,Exit short,2025-06-16 23:00:00,Trail,196.47,500,98280,0.25,0.04,0.9,0.13,-0.03,0.00,583.97,58.40
402,Entry short,2025-06-16 20:00:00,Short,196.56,500,98280,0.25,0.04,0.9,0.13,-0.03,0.00,583.97,58.40
403,Exit short,2025-06-17 16:00:00,Trail,195.21,500,97695,0.56,0.08,1.21,0.18,-0.03,0.00,584.53,58.45
403,Entry short,2025-06-17 10:00:00,Short,195.39,500,97695,0.56,0.08,1.21,0.18,-0.03,0.00,584.53,58.45
404,Exit long,2025-06-19 05:00:00,Trail,195.66,500,97785,0.25,0.04,0.9,0.13,-0.03,0.00,584.78,58.48
404,Entry long,2025-06-19 03:00:00,Long,195.57,500,97785,0.25,0.04,0.9,0.13,-0.03,0.00,584.78,58.48
405,Exit long,2025-06-23 04:00:00,Trail,197.82,500,98505,2.71,0.40,3.39,0.50,-0.03,0.00,587.49,58.75
405,Entry long,2025-06-22 21:00:00,Long,197.01,500,98505,2.71,0.40,3.39,0.50,-0.03,0.00,587.49,58.75
406,Exit long,2025-06-25 17:00:00,Trail,198.27,500,99180,-0.37,-0.05,0.48,0.07,-0.34,-0.05,587.12,58.71
406,Entry long,2025-06-25 06:00:00,Long,198.36,500,99180,-0.37,-0.05,0.48,0.07,-0.34,-0.05,587.12,58.71
407,Exit short,2025-06-30 04:00:00,Trail,197.64,500,98775,-0.37,-0.05,0.28,0.04,-0.34,-0.05,586.74,58.67
407,Entry short,2025-06-30 00:00:00,Short,197.55,500,98775,-0.37,-0.05,0.28,0.04,-0.34,-0.05,586.74,58.67
408,Exit short,2025-07-01 05:00:00,Trail,196.56,500,98235,-0.37,-0.06,0.28,0.04,-0.34,-0.05,586.37,58.64
408,Entry short,2025-07-01 04:00:00,Short,196.47,500,98235,-0.37,-0.06,0.28,0.04,-0.34,-0.05,586.37,58.64
409,Exit short,2025-07-02 09:00:00,Trail,195.84,500,98145,1.51,0.22,2.17,0.32,-0.03,0.00,587.87,58.79
409,Entry short,2025-07-02 05:00:00,Short,196.29,500,98145,1.51,0.22,2.17,0.32,-0.03,0.00,587.87,58.79
410,Exit long,2025-07-03 15:00:00,Trail,197.82,500,98415,3.35,0.49,4.04,0.59,-0.03,0.00,591.22,59.12
410,Entry long,2025-07-03 05:00:00,Long,196.83,500,98415,3.35,0.49,4.04,0.59,-0.03,0.00,591.22,59.12
411,Exit long,2025-07-07 09:00:00,Trail,198.72,500,99045,2.12,0.31,2.77,0.40,-0.03,0.00,593.34,59.33
411,Entry long,2025-07-07 04:00:00,Long,198.09,500,99045,2.12,0.31,2.77,0.40,-0.03,0.00,593.34,59.33
412,Exit short,2025-07-09 19:00:00,Trail,198.72,500,99270,-0.68,-0.10,0.04,0.01,-0.65,-0.10,592.66,59.27
412,Entry short,2025-07-09 17:00:00,Short,198.54,500,99270,-0.68,-0.10,0.04,0.01,-0.65,-0.10,592.66,59.27
413,Exit long,2025-07-15 19:00:00,Trail,199.35,500,99765,-0.67,-0.10,0,0.00,-0.64,-0.09,592,59.20
413,Entry long,2025-07-15 17:00:00,Long,199.53,500,99765,-0.67,-0.10,0,0.00,-0.64,-0.09,592,59.20
414,Exit short,2025-07-16 13:00:00,Trail,198.45,500,99180,-0.36,-0.05,0.27,0.04,-0.33,-0.05,591.63,59.16
414,Entry short,2025-07-16 10:00:00,Short,198.36,500,99180,-0.36,-0.05,0.27,0.04,-0.33,-0.05,591.63,59.16
415,Exit long,2025-07-18 07:00:00,Trail,199.62,500,99720,0.54,0.08,1.44,0.22,-0.03,0.00,592.18,59.22
415,Entry long,2025-07-17 17:00:00,Long,199.44,500,99720,0.54,0.08,1.44,0.22,-0.03,0.00,592.18,59.22
416,Exit short,2025-07-22 09:00:00,Trail,197.91,500,98955,-0.06,-0.01,0.58,0.09,-0.03,0.00,592.12,59.21
416,Entry short,2025-07-22 05:00:00,Short,197.91,500,98955,-0.06,-0.01,0.58,0.09,-0.03,0.00,592.12,59.21
417,Exit short,2025-07-29 00:00:00,Trail,198.09,500,98955,-0.67,-0.10,0,0.00,-0.64,-0.10,591.45,59.14
417,Entry short,2025-07-28 22:00:00,Short,197.91,500,98955,-0.67,-0.10,0,0.00,-0.64,-0.10,591.45,59.14
418,Exit long,2025-07-31 10:00:00,Trail,198.99,500,99225,1.74,0.26,2.38,0.36,-0.03,0.00,593.19,59.32
418,Entry long,2025-07-31 05:00:00,Long,198.45,500,99225,1.74,0.26,2.38,0.36,-0.03,0.00,593.19,59.32
419,Exit short,2025-08-03 16:00:00,Trail,195.75,500,99045,7.87,1.17,8.68,1.29,-0.03,0.00,601.07,60.11
419,Entry short,2025-08-01 02:00:00,Short,198.09,500,99045,7.87,1.17,8.68,1.29,-0.03,0.00,601.07,60.11
420,Exit short,2025-08-04 13:00:00,Trail,195.3,500,97650,-0.06,-0.01,0.58,0.09,-0.03,0.00,601.01,60.10
420,Entry short,2025-08-04 10:00:00,Short,195.3,500,97650,-0.06,-0.01,0.58,0.09,-0.03,0.00,601.01,60.10
421,Exit long,2025-08-05 16:00:00,Trail,196.2,500,98100,-0.06,-0.01,0.66,0.10,-0.03,0.00,600.95,60.09
421,Entry long,2025-08-05 08:00:00,Long,196.2,500,98100,-0.06,-0.01,0.66,0.10,-0.03,0.00,600.95,60.09
422,Exit long,2025-08-07 12:00:00,Trail,197.73,500,98775,0.55,0.08,1.19,0.18,-0.03,0.00,601.49,60.15
422,Entry long,2025-08-07 04:00:00,Long,197.55,500,98775,0.55,0.08,1.19,0.18,-0.03,0.00,601.49,60.15
423,Exit long,2025-08-12 05:00:00,Trail,199.71,500,99810,0.24,0.04,0.88,0.13,-0.03,0.00,601.74,60.17
423,Entry long,2025-08-12 01:00:00,Long,199.62,500,99810,0.24,0.04,0.88,0.13,-0.03,0.00,601.74,60.17
424,Exit short,2025-08-14 02:00:00,Trail,198.99,500,99450,-0.37,-0.05,0.29,0.04,-0.34,-0.05,601.37,60.14
424,Entry short,2025-08-13 21:00:00,Short,198.9,500,99450,-0.37,-0.05,0.29,0.04,-0.34,-0.05,601.37,60.14
425,Exit long,2025-08-14 16:00:00,Trail,199.89,500,99990,-0.37,-0.05,0.45,0.07,-0.34,-0.05,601,60.10
425,Entry long,2025-08-14 10:00:00,Long,199.98,500,99990,-0.37,-0.05,0.45,0.07,-0.34,-0.05,601,60.10
426,Exit short,2025-08-20 12:00:00,Trail,198.18,500,99090,-0.06,-0.01,0.58,0.09,-0.03,0.00,600.94,60.09
426,Entry short,2025-08-20 07:00:00,Short,198.18,500,99090,-0.06,-0.01,0.58,0.09,-0.03,0.00,600.94,60.09
427,Exit long,2025-08-21 05:00:00,Trail,198.99,500,99585,-0.67,-0.10,0,0.00,-0.64,-0.09,600.27,60.03
427,Entry long,2025-08-21 03:00:00,Long,199.17,500,99585,-0.67,-0.10,0,0.00,-0.64,-0.09,600.27,60.03
428,Exit long,2025-09-01 14:00:00,Trail,199.35,500,99540,0.86,0.13,1.5,0.22,-0.03,0.00,601.12,60.11
428,Entry long,2025-09-01 05:00:00,Long,199.08,500,99540,0.86,0.13,1.5,0.22,-0.03,0.00,601.12,60.11
429,Exit short,2025-09-02 11:00:00,Trail,198.63,500,99495,1.16,0.17,1.8,0.27,-0.03,0.00,602.28,60.23
429,Entry short,2025-09-02 03:00:00,Short,198.99,500,99495,1.16,0.17,1.8,0.27,-0.03,0.00,602.28,60.23
430,Exit long,2025-09-07 19:00:00,Trail,199.98,500,100035,-0.37,-0.05,0.41,0.06,-0.34,-0.05,601.92,60.19
430,Entry long,2025-09-07 15:00:00,Long,200.07,500,100035,-0.37,-0.05,0.41,0.06,-0.34,-0.05,601.92,60.19
431,Exit long,2025-09-11 06:00:00,Trail,199.8,500,99990,-0.67,-0.10,0,0.00,-0.64,-0.09,601.24,60.12
431,Entry long,2025-09-11 03:00:00,Long,199.98,500,99990,-0.67,-0.10,0,0.00,-0.64,-0.09,601.24,60.12
432,Exit long,2025-09-15 05:00:00,Trail,200.52,500,100350,-0.67,-0.10,0,0.00,-0.64,-0.09,600.57,60.06
432,Entry long,2025-09-15 04:00:00,Long,200.7,500,100350,-0.67,-0.10,0,0.00,-0.64,-0.09,600.57,60.06
433,Exit long,2025-09-18 04:00:00,Trail,200.88,500,100395,0.24,0.04,0.89,0.13,-0.03,0.00,600.82,60.08
433,Entry long,2025-09-18 01:00:00,Long,200.79,500,100395,0.24,0.04,0.89,0.13,-0.03,0.00,600.82,60.08
434,Exit short,2025-09-19 02:00:00,Trail,199.8,500,99945,0.24,0.04,0.95,0.14,-0.03,0.00,601.06,60.11
434,Entry short,2025-09-18 21:00:00,Short,199.89,500,99945,0.24,0.04,0.95,0.14,-0.03,0.00,601.06,60.11
435,Exit long,2025-09-30 21:00:00,Trail,198.81,500,99495,-0.67,-0.10,0,0.00,-0.64,-0.10,600.39,60.04
435,Entry long,2025-09-30 17:00:00,Long,198.99,500,99495,-0.67,-0.10,0,0.00,-0.64,-0.10,600.39,60.04
436,Exit long,2025-10-05 23:00:00,Trail,201.87,500,99630,8.78,1.30,9.42,1.40,-0.03,0.00,609.17,60.92
436,Entry long,2025-10-05 14:00:00,Long,199.26,500,99630,8.78,1.30,9.42,1.40,-0.03,0.00,609.17,60.92
437,Exit long,2025-10-06 20:00:00,Trail,202.68,500,101250,0.54,0.08,1.17,0.17,-0.03,0.00,609.71,60.97
437,Entry long,2025-10-06 10:00:00,Long,202.5,500,101250,0.54,0.08,1.17,0.17,-0.03,0.00,609.71,60.97
438,Exit long,2025-10-07 21:00:00,Trail,204.21,500,101700,2.6,0.39,3.23,0.48,-0.03,0.00,612.31,61.23
438,Entry long,2025-10-07 09:00:00,Long,203.4,500,101700,2.6,0.39,3.23,0.48,-0.03,0.00,612.31,61.23
439,Exit short,2025-10-09 14:00:00,Trail,203.67,500,101835,-0.06,-0.01,0.7,0.10,-0.03,0.00,612.25,61.22
439,Entry short,2025-10-09 09:00:00,Short,203.67,500,101835,-0.06,-0.01,0.7,0.10,-0.03,0.00,612.25,61.22
440,Exit short,2025-10-12 14:00:00,Trail,202.14,500,101070,-0.06,-0.01,0.56,0.08,-0.03,0.00,612.19,61.22
440,Entry short,2025-10-10 13:00:00,Short,202.14,500,101070,-0.06,-0.01,0.56,0.08,-0.03,0.00,612.19,61.22
441,Exit long,2025-10-13 20:00:00,Trail,203.22,500,101520,0.53,0.08,1.15,0.17,-0.36,-0.05,612.72,61.27
441,Entry long,2025-10-13 07:00:00,Long,203.04,500,101520,0.53,0.08,1.15,0.17,-0.36,-0.05,612.72,61.27
442,Exit short,2025-10-14 01:00:00,Trail,201.69,500,101115,1.71,0.26,2.33,0.35,-0.03,0.00,614.43,61.44
442,Entry short,2025-10-13 23:00:00,Short,202.23,500,101115,1.71,0.26,2.33,0.35,-0.03,0.00,614.43,61.44
443,Exit long,2025-10-16 06:00:00,Trail,203.04,500,101520,-0.06,-0.01,0.76,0.11,-0.03,0.00,614.37,61.44
443,Entry long,2025-10-16 00:00:00,Long,203.04,500,101520,-0.06,-0.01,0.76,0.11,-0.03,0.00,614.37,61.44
444,Exit short,2025-10-17 03:00:00,Trail,201.33,500,101025,2.33,0.35,3.22,0.48,-0.23,-0.03,616.7,61.67
444,Entry short,2025-10-16 09:00:00,Short,202.05,500,101025,2.33,0.35,3.22,0.48,-0.23,-0.03,616.7,61.67
445,Exit long,2025-10-19 14:00:00,Trail,202.05,500,101115,-0.66,-0.10,0,0.00,-0.63,-0.09,616.04,61.60
445,Entry long,2025-10-17 13:00:00,Long,202.23,500,101115,-0.66,-0.10,0,0.00,-0.63,-0.09,616.04,61.60
446,Exit long,2025-10-21 06:00:00,Trail,203.31,500,101610,0.24,0.04,0.86,0.13,-0.03,0.00,616.27,61.63
446,Entry long,2025-10-21 03:00:00,Long,203.22,500,101610,0.24,0.04,0.86,0.13,-0.03,0.00,616.27,61.63
447,Exit long,2025-10-23 05:00:00,Trail,203.58,500,101610,1.12,0.17,1.75,0.26,-0.03,0.00,617.4,61.74
447,Entry long,2025-10-22 18:00:00,Long,203.22,500,101610,1.12,0.17,1.75,0.26,-0.03,0.00,617.4,61.74
448,Exit short,2025-10-28 08:00:00,Trail,201.96,500,101475,3.18,0.48,3.8,0.57,-0.03,0.00,620.57,62.06
448,Entry short,2025-10-28 00:00:00,Short,202.95,500,101475,3.18,0.48,3.8,0.57,-0.03,0.00,620.57,62.06
449,Exit long,2025-10-30 02:00:00,Trail,202.86,500,101205,1.41,0.21,2.03,0.31,-0.03,0.00,621.99,62.20
449,Entry long,2025-10-29 23:00:00,Long,202.41,500,101205,1.41,0.21,2.03,0.31,-0.03,0.00,621.99,62.20
450,Exit short,2025-11-04 02:00:00,Trail,200.7,500,100710,2.27,0.35,2.89,0.44,-0.03,0.00,624.26,62.43
450,Entry short,2025-11-04 00:00:00,Short,201.42,500,100710,2.27,0.35,2.89,0.44,-0.03,0.00,624.26,62.43
451,Exit long,2025-11-05 09:00:00,Trail,200.97,500,100305,1.11,0.17,1.73,0.26,-0.03,0.00,625.37,62.54
451,Entry long,2025-11-05 06:00:00,Long,200.61,500,100305,1.11,0.17,1.73,0.26,-0.03,0.00,625.37,62.54
452,Exit long,2025-11-10 06:00:00,Trail,202.95,500,101025,2.87,0.44,3.49,0.53,-0.03,0.00,628.24,62.82
452,Entry long,2025-11-09 14:00:00,Long,202.05,500,101025,2.87,0.44,3.49,0.53,-0.03,0.00,628.24,62.82
453,Exit long,2025-11-17 10:00:00,Trail,204.3,500,101970,1.1,0.17,1.86,0.28,-0.03,0.00,629.35,62.93
453,Entry long,2025-11-17 03:00:00,Long,203.94,500,101970,1.1,0.17,1.86,0.28,-0.03,0.00,629.35,62.93
454,Exit long,2025-11-19 07:00:00,Trail,205.11,500,102645,-0.64,-0.10,0,0.00,-0.61,-0.09,628.71,62.87
454,Entry long,2025-11-19 06:00:00,Long,205.29,500,102645,-0.64,-0.10,0,0.00,-0.61,-0.09,628.71,62.87
455,Exit long,2025-11-20 08:00:00,Trail,206.46,500,103275,-0.35,-0.05,0.26,0.04,-0.32,-0.05,628.36,62.84
455,Entry long,2025-11-20 06:00:00,Long,206.55,500,103275,-0.35,-0.05,0.26,0.04,-0.32,-0.05,628.36,62.84
456,Exit short,2025-11-21 00:00:00,Trail,205.29,500,102735,0.51,0.08,1.11,0.17,-0.03,0.00,628.87,62.89
456,Entry short,2025-11-20 23:00:00,Short,205.47,500,102735,0.51,0.08,1.11,0.17,-0.03,0.00,628.87,62.89
457,Exit long,2025-11-26 15:00:00,Trail,207,500,103320,1.09,0.16,1.7,0.26,-0.03,0.00,629.96,63.00
457,Entry long,2025-11-26 05:00:00,Long,206.64,500,103320,1.09,0.16,1.7,0.26,-0.03,0.00,629.96,63.00
458,Exit short,2025-12-01 07:00:00,Trail,205.47,500,102780,0.23,0.03,0.83,0.13,-0.03,0.00,630.19,63.02
458,Entry short,2025-11-30 23:00:00,Short,205.56,500,102780,0.23,0.03,0.83,0.13,-0.03,0.00,630.19,63.02
459,Exit long,2025-12-03 15:00:00,Trail,207.09,500,103410,0.81,0.12,1.41,0.21,-0.03,0.00,631,63.10
459,Entry long,2025-12-03 06:00:00,Long,206.82,500,103410,0.81,0.12,1.41,0.21,-0.03,0.00,631,63.10
460,Exit long,2025-12-09 01:00:00,Trail,208.35,500,103905,1.67,0.25,2.28,0.34,-0.42,-0.06,632.67,63.27
460,Entry long,2025-12-08 16:00:00,Long,207.81,500,103905,1.67,0.25,2.28,0.34,-0.42,-0.06,632.67,63.27
461,Exit long,2025-12-18 01:00:00,Trail,208.17,500,104085,-0.06,-0.01,0.74,0.11,-0.03,0.00,632.6,63.26
461,Entry long,2025-12-17 17:00:00,Long,208.17,500,104085,-0.06,-0.01,0.74,0.11,-0.03,0.00,632.6,63.26
462,Exit long,2025-12-19 04:00:00,Trail,210.33,500,104670,3.12,0.46,3.73,0.55,-0.03,0.00,635.72,63.57
462,Entry long,2025-12-18 23:00:00,Long,209.34,500,104670,3.12,0.46,3.73,0.55,-0.03,0.00,635.72,63.57
463,Exit long,2026-01-06 01:00:00,Trail,211.77,500,105885,-0.06,-0.01,0.73,0.11,-0.03,0.00,635.66,63.57
463,Entry long,2026-01-05 13:00:00,Long,211.77,500,105885,-0.06,-0.01,0.73,0.11,-0.03,0.00,635.66,63.57
464,Exit short,2026-01-08 01:00:00,Trail,210.6,500,105390,0.51,0.08,1.12,0.17,-0.03,0.00,636.17,63.62
464,Entry short,2026-01-07 22:00:00,Short,210.78,500,105390,0.51,0.08,1.12,0.17,-0.03,0.00,636.17,63.62
465,Exit long,2026-01-09 10:00:00,Trail,211.77,500,105750,0.8,0.12,1.4,0.21,-0.03,0.00,636.97,63.70
465,Entry long,2026-01-09 04:00:00,Long,211.5,500,105750,0.8,0.12,1.4,0.21,-0.03,0.00,636.97,63.70
466,Exit short,2026-01-14 11:00:00,Trail,212.85,500,106425,-0.06,-0.01,0.66,0.10,-0.03,0.00,636.91,63.69
466,Entry short,2026-01-14 07:00:00,Short,212.85,500,106425,-0.06,-0.01,0.66,0.10,-0.03,0.00,636.91,63.69
467,Exit short,2026-01-15 21:00:00,Trail,211.95,500,106020,0.22,0.03,0.82,0.12,-0.03,0.00,637.13,63.71
467,Entry short,2026-01-15 18:00:00,Short,212.04,500,106020,0.22,0.03,0.82,0.12,-0.03,0.00,637.13,63.71
468,Exit long,2026-01-19 16:00:00,Trail,212.13,500,106020,0.22,0.03,0.82,0.12,-0.03,0.00,637.36,63.74
468,Entry long,2026-01-19 07:00:00,Long,212.04,500,106020,0.22,0.03,0.82,0.12,-0.03,0.00,637.36,63.74
469,Exit long,2026-01-22 03:00:00,Trail,213.12,500,106425,0.79,0.12,1.49,0.22,-0.03,0.00,638.15,63.81
469,Entry long,2026-01-21 19:00:00,Long,212.85,500,106425,0.79,0.12,1.49,0.22,-0.03,0.00,638.15,63.81
470,Exit short,2026-01-25 15:00:00,Trail,211.68,500,106650,5.14,0.75,5.75,0.84,-0.03,0.00,643.29,64.33
470,Entry short,2026-01-23 09:00:00,Short,213.3,500,106650,5.14,0.75,5.75,0.84,-0.03,0.00,643.29,64.33
471,Exit long,2026-01-27 01:00:00,Trail,211.41,500,105570,0.81,0.12,1.43,0.21,-0.03,0.00,644.1,64.41
471,Entry long,2026-01-26 17:00:00,Long,211.14,500,105570,0.81,0.12,1.43,0.21,-0.03,0.00,644.1,64.41
472,Exit long,2026-01-28 12:00:00,Trail,211.68,500,105660,1.12,0.16,1.74,0.25,-0.03,0.00,645.22,64.52
472,Entry long,2026-01-28 07:00:00,Long,211.32,500,105660,1.12,0.16,1.74,0.25,-0.03,0.00,645.22,64.52
473,Exit short,2026-01-29 08:00:00,Trail,210.51,500,105435,1.11,0.16,1.73,0.25,-0.03,0.00,646.33,64.63
473,Entry short,2026-01-29 07:00:00,Short,210.87,500,105435,1.11,0.16,1.73,0.25,-0.03,0.00,646.33,64.63
474,Exit long,2026-01-30 07:00:00,Trail,212.04,500,105750,1.7,0.25,2.32,0.34,-0.03,0.00,648.02,64.80
474,Entry long,2026-01-29 17:00:00,Long,211.5,500,105750,1.7,0.25,2.32,0.34,-0.03,0.00,648.02,64.80
475,Exit short,2026-02-01 23:00:00,Trail,211.68,500,105750,-0.64,-0.09,0,0.00,-0.61,-0.09,647.38,64.74
475,Entry short,2026-02-01 22:00:00,Short,211.5,500,105750,-0.64,-0.09,0,0.00,-0.61,-0.09,647.38,64.74
476,Exit long,2026-02-03 10:00:00,Trail,213.12,500,106335,1.38,0.20,2.04,0.30,-0.33,-0.05,648.76,64.88
476,Entry long,2026-02-02 13:00:00,Long,212.67,500,106335,1.38,0.20,2.04,0.30,-0.33,-0.05,648.76,64.88
477,Exit short,2026-02-05 08:00:00,Trail,212.4,500,106380,1.08,0.16,1.69,0.25,-0.03,0.00,649.85,64.98
477,Entry short,2026-02-05 05:00:00,Short,212.76,500,106380,1.08,0.16,1.69,0.25,-0.03,0.00,649.85,64.98
478,Exit long,2026-02-08 16:00:00,Trail,213.93,500,106605,2.23,0.33,2.83,0.42,-0.38,-0.06,652.07,65.21
478,Entry long,2026-02-06 01:00:00,Long,213.21,500,106605,2.23,0.33,2.83,0.42,-0.38,-0.06,652.07,65.21
479,Exit long,2026-02-09 05:00:00,Trail,213.39,500,106605,0.51,0.08,1.11,0.16,-0.03,0.00,652.58,65.26
479,Entry long,2026-02-09 02:00:00,Long,213.21,500,106605,0.51,0.08,1.11,0.16,-0.03,0.00,652.58,65.26
